player_id,player_name,season,league,team,position,position_group,age,nation,salary_annual_gross_eur,salary_available,score_available,matches_played,starts,minutes,nineties,minutes_bucket,data_quality_note,goals,assists,shots,shots_on_target,shot_on_target_pct,key_passes,goal_creating_actions,shot_creating_actions,tackles,tackles_won,blocks,interceptions,recoveries,attack_score,shooting_score,chance_creation_score,progressive_pass_score,creative_pass_score,pressing_score,defensive_action_score,ball_winning_score,build_up_score,aerial_defense_score,goalkeeper_score,overall_role_score,role_fit_finisher,role_fit_pressing_forward,role_fit_creative_midfielder,role_fit_progressive_passer,role_fit_ball_winning_midfielder,role_fit_ball_playing_defender,role_fit_defensive_stopper,role_fit_shot_stopper,current_salary_annual_gross_eur,predicted_next_salary_annual_gross_eur,prediction_model_version,prediction_confidence,salary_gap_eur,salary_gap_pct,salary_value_score,salary_value_status,salary_value_label,salary_efficiency_score,performance_percentile_by_position,salary_percentile_by_position,salary_percentile_by_league,minutes_percentile_by_position,value_reason_summary,similarity_vector_available,similarity_base_score,style_attack_score,style_passing_score,style_defense_score,style_value_score,age_band,salary_band,minutes_band,is_u23,is_prime_age,is_veteran,is_regular_1500min
2025-2026|bundesliga|augsburg|aimandardari,Aiman Dardari,2025-2026,Bundesliga,Augsburg,MF,MF,20,lu LUX,80000,true,true,3,0,34,0.4,low_sample,shot_creating_actions_imputed;recoveries_imputed;low_minutes,0,0,0,0,0,0,0,0.91,0,0,1,0,3.03,37.74,30.49,71.67,100,62.22,5.09,24.21,32.6,61.57,25.97,0,32.66,32.66,20.34,75.44,82.71,24.16,63.76,26.84,0,80000,220000,baseline_percentile_v1_pending_model_fe,75,140000,175,87.7,fair,적정,49.46,4.72,0.56,0.21,2.96,baseline percentile compares role percentile 4.72 with salary percentile 0.56; final model result is pending.,true,32.66,37.74,76.86,24.21,87.7,u21,under_500k,low,true,false,false,false
2025-2026|bundesliga|augsburg|alexisclaudemaurice,Alexis Claude-Maurice,2025-2026,Bundesliga,Augsburg,"MF,FW",MF,27,fr FRA,1700000,true,true,29,25,2097,23.3,regular,shot_creating_actions_imputed;recoveries_imputed,5,0,4,9,4,0,80,0.91,43,-14,42,26,3.03,86.23,90.24,89.81,100,86.42,89.4,90.87,70.4,90.98,90.44,0,89.04,89.04,88.58,91.17,95.94,81.36,93.66,85.62,0,1700000,6480000,baseline_percentile_v1_pending_model_fe,75,4780000,281.18,100,undervalued,저평가,91.25,90.75,52.17,57.87,76.69,baseline percentile compares role percentile 90.75 with salary percentile 52.17; final model result is pending.,true,89.04,86.23,91.68,90.87,100,25_27,1_5m_3m,starter,false,true,false,true
2025-2026|bundesliga|augsburg|antonkade,Anton Kade,2025-2026,Bundesliga,Augsburg,"MF,FW",MF,21,de GER,750000,true,true,28,18,1743,19.4,rotation,shot_creating_actions_imputed;recoveries_imputed,6,0,0,6,6,0,81,0.91,35,-13,18,14,3.03,85.92,77.23,90.92,100,87.9,68.08,72.55,60.16,85.22,64.79,0,79.84,79.84,75.22,92.13,93.35,66.08,86.49,67.12,0,750000,2820000,baseline_percentile_v1_pending_model_fe,75,2070000,276,100,undervalued,저평가,97.78,68.83,22.48,27.66,64.29,baseline percentile compares role percentile 68.83 with salary percentile 22.48; final model result is pending.,true,79.84,85.92,92.59,72.55,100,u21,500k_1_5m,starter,true,false,false,true
2025-2026|bundesliga|augsburg|arnemaier,Arne Maier,2025-2026,Bundesliga,Augsburg,MF,MF,26,de GER,1320000,true,true,1,0,4,0,low_sample,shot_creating_actions_imputed;recoveries_imputed;low_minutes,0,0,0,0,0,0,0,0.91,0,0,0,1,3.03,37.74,30.49,71.67,100,62.22,5.12,24.42,33.37,61.11,24.8,0,32.66,32.66,20.4,75.44,82.5,24.59,63.6,26.77,0,1320000,220000,baseline_percentile_v1_pending_model_fe,75,-1100000,-83.33,0,overvalued,고평가,6.76,4.72,43.02,46.6,0.56,baseline percentile compares role percentile 4.72 with salary percentile 43.02; final model result is pending.,true,32.66,37.74,76.86,24.42,0,25_27,500k_1_5m,low,false,true,false,false
2025-2026|bundesliga|augsburg|arthurchaves,Arthur Chaves,2025-2026,Bundesliga,Augsburg,DF,DF,24,br BRA,570000,true,true,15,11,1069,11.9,rotation,shot_creating_actions_imputed;recoveries_imputed,2,0,0,2,2,0,174,0.91,19,-2,11,18,3.03,92.39,80.22,100,100,100,50.65,61.39,56.78,74.19,64.68,0,78.73,83.87,67.41,100,88.39,57.17,78.73,61.22,0,570000,2730000,baseline_percentile_v1_pending_model_fe,75,2160000,378.95,100,undervalued,저평가,100,66.4,14.8,18.94,35.47,baseline percentile compares role percentile 66.4 with salary percentile 14.8; final model result is pending.,true,78.73,92.39,100,61.39,100,22_24,500k_1_5m,rotation,false,true,false,false
2025-2026|bundesliga|augsburg|cedriczesiger,Cedric Zesiger,2025-2026,Bundesliga,Augsburg,DF,DF,27,ch SUI,2080000,true,true,27,20,1816,20.2,rotation,shot_creating_actions_imputed;recoveries_imputed,0,0,0,0,0,0,85,0.91,40,-14,16,24,3.03,61.91,52,86.68,100,82.24,77.45,81.23,65.68,84.11,75.77,0,75.7,54.97,72.77,88.46,92.85,73.48,88.16,75.7,0,2080000,2220000,baseline_percentile_v1_pending_model_fe,75,140000,6.73,54.84,fair,적정,53.28,59.07,56.8,64.89,60.13,baseline percentile compares role percentile 59.07 with salary percentile 56.8; final model result is pending.,true,75.7,61.91,89.12,81.23,54.84,25_27,1_5m_3m,starter,false,true,false,true
2025-2026|bundesliga|augsburg|chrislainmatsima,Chrislain Matsima,2025-2026,Bundesliga,Augsburg,DF,DF,23,fr FRA,2260000,true,true,18,17,1489,16.5,rotation,shot_creating_actions_imputed;recoveries_imputed,1,0,1,2,1,0,87,0.91,33,-10,4,11,3.03,81.43,79.19,91.28,100,88.37,50.42,58.08,53.91,79.81,44.05,0,79.86,79.86,62.81,92.44,90.91,54.67,80.43,52.83,0,2260000,3004236,baseline_percentile_v1_pending_model_fe,75,744236,32.93,72.1,fair,적정,58.5,68.67,60,69.36,48.27,baseline percentile compares role percentile 68.67 with salary percentile 60; final model result is pending.,true,79.86,81.43,92.88,58.08,72.1,22_24,1_5m_3m,rotation,true,false,false,false
2025-2026|bundesliga|augsburg|dimitriosgiannoulis,Dimitrios Giannoulis,2025-2026,Bundesliga,Augsburg,MF,MF,29,gr GRE,1320000,true,true,27,25,1888,21,rotation,shot_creating_actions_imputed;recoveries_imputed,2,0,5,7,2,0,74,0.91,39,-7,20,20,3.03,72.9,80.01,82.99,100,77.32,77.4,80.7,70.15,89.43,71.84,0,77.88,77.88,76.49,85.26,95.24,75.29,90.42,75.4,0,1320000,2450000,baseline_percentile_v1_pending_model_fe,75,1130000,85.61,99.01,undervalued,저평가,73.6,64.57,43.02,46.6,70.49,baseline percentile compares role percentile 64.57 with salary percentile 43.02; final model result is pending.,true,77.88,72.9,86.11,80.7,99.01,28_30,500k_1_5m,starter,false,true,false,true
2025-2026|bundesliga|augsburg|eliassaad,Elias Saad,2025-2026,Bundesliga,Augsburg,"MF,FW",MF,25,tn TUN,940000,true,true,10,7,497,5.5,limited,shot_creating_actions_imputed;recoveries_imputed,0,0,0,0,0,0,62,0.91,14,-5,12,8,3.03,40.12,30.49,74.52,100,66.03,37.74,49.91,44.12,69.6,52.51,0,49.24,33.38,41.01,77.92,86.32,44.87,73.8,49.24,0,940000,750000,baseline_percentile_v1_pending_model_fe,75,-190000,-20.21,33.88,fair,적정,37.81,22.2,31.45,35.11,20.63,baseline percentile compares role percentile 22.2 with salary percentile 31.45; final model result is pending.,true,49.24,40.12,79.19,49.91,33.88,25_27,500k_1_5m,rotation,false,true,false,false
2025-2026|bundesliga|augsburg|elvisrexhbecaj,Elvis Rexhbecaj,2025-2026,Bundesliga,Augsburg,MF,MF,27,xk KVX,1510000,true,true,26,10,1118,12.4,rotation,shot_creating_actions_imputed;recoveries_imputed,2,0,0,2,2,0,71,0.91,21,-1,16,8,3.03,63.63,57.56,80.32,100,73.76,47.78,56.89,55.58,76.67,57.29,0,59.38,59.38,55.15,82.94,89.5,54.48,78.72,56.68,0,1510000,1090000,baseline_percentile_v1_pending_model_fe,75,-420000,-27.81,26.71,overvalued,고평가,34.94,34.6,49.03,53.83,43.66,baseline percentile compares role percentile 34.6 with salary percentile 49.03; final model result is pending.,true,59.38,63.63,83.93,56.89,26.71,25_27,1_5m_3m,rotation,false,true,false,false
2025-2026|bundesliga|augsburg|fabianrieder,Fabian Rieder,2025-2026,Bundesliga,Augsburg,MF,MF,23,ch SUI,1510000,true,true,35,30,2476,27.5,regular,shot_creating_actions_imputed;recoveries_imputed,6,0,3,9,4,0,145,0.91,55,-19,39,22,3.03,94.94,89.9,99.22,100,98.96,89.44,90.04,69.78,95.41,87.13,0,91.48,91.41,91.48,99.32,97.93,80.8,95.44,84.1,0,1510000,9012708,baseline_percentile_v1_pending_model_fe,75,7502708,496.87,100,undervalued,저평가,99.16,94.45,49.03,53.83,87.42,baseline percentile compares role percentile 94.45 with salary percentile 49.03; final model result is pending.,true,91.48,94.94,99.36,90.04,100,22_24,1_5m_3m,starter,true,false,false,true
2025-2026|bundesliga|augsburg|finndahmen,Finn Dahmen,2025-2026,Bundesliga,Augsburg,GK,GK,27,de GER,2260000,true,true,34,34,3060,34,regular,shot_creating_actions_imputed;recoveries_imputed,0,12,0,0,0,7,90,0.91,61,-16,9,0,3.03,94.77,96.08,88.35,76.78,85.53,90.97,91.52,70.73,83.38,91.65,86.15,85.31,95.69,92.41,84.47,79.75,82.05,83.44,86.36,86.15,2260000,3640000,baseline_percentile_v1_pending_model_fe,75,1380000,61.06,92.44,undervalued,저평가,71.96,82.72,64.4,69.36,86.39,baseline percentile compares role percentile 82.72 with salary percentile 64.4; final model result is pending.,true,85.31,94.77,83.89,91.52,92.44,25_27,1_5m_3m,core,false,true,false,true
2025-2026|bundesliga|augsburg|hannoahmassengo,Han-Noah Massengo,2025-2026,Bundesliga,Augsburg,MF,MF,24,fr FRA,1510000,true,true,33,29,2427,27,regular,shot_creating_actions_imputed;recoveries_imputed,2,0,1,3,2,0,80,0.91,52,-21,23,18,3.03,73.65,65.35,89.81,100,86.42,81.14,82.92,66.47,94.6,74.28,0,78.87,67.84,78.87,91.17,97.57,75.16,93.3,76.22,0,1510000,2703812,baseline_percentile_v1_pending_model_fe,75,1193812,79.06,96.49,undervalued,저평가,71.23,66.7,49.03,53.83,85.57,baseline percentile compares role percentile 66.7 with salary percentile 49.03; final model result is pending.,true,78.87,73.65,91.68,82.92,96.49,22_24,1_5m_3m,starter,false,true,false,true
2025-2026|bundesliga|augsburg|ismaelgharbi,Ismael Gharbi,2025-2026,Bundesliga,Augsburg,MF,MF,21,tn TUN,470000,true,true,6,0,94,1,low_sample,shot_creating_actions_imputed;recoveries_imputed;low_minutes,0,0,0,0,0,0,0,0.91,0,0,8,1,3.03,37.74,30.49,71.67,100,62.22,11.78,29.75,33.37,62.31,39.45,0,33.56,32.66,24.46,75.44,83.04,27.78,65.48,33.56,0,470000,330000,baseline_percentile_v1_pending_model_fe,75,-140000,-29.79,31.74,fair,적정,40.41,8.05,13.23,15.11,5.92,baseline percentile compares role percentile 8.05 with salary percentile 13.23; final model result is pending.,true,33.56,37.74,76.86,29.75,31.74,u21,under_500k,low,true,false,false,false
2025-2026|bundesliga|augsburg|jeffreygouweleeuw,Jeffrey Gouweleeuw,2025-2026,Bundesliga,Augsburg,DF,DF,34,nl NED,2260000,true,true,11,10,848,9.4,limited,shot_creating_actions_imputed;recoveries_imputed,0,0,1,1,0,0,82,0.91,20,-4,3,10,3.03,62.27,63.44,81.36,100,75.15,36.55,48.55,48.65,72.42,41.89,0,63.09,63.09,47.95,83.85,87.59,46.19,74.73,46.58,0,2260000,1090000,baseline_percentile_v1_pending_model_fe,75,-1170000,-51.77,6.96,overvalued,고평가,21.6,33.6,60,69.36,30,baseline percentile compares role percentile 33.6 with salary percentile 60; final model result is pending.,true,63.09,62.27,84.78,48.55,6.96,31plus,1_5m_3m,rotation,false,false,true,false
2025-2026|bundesliga|augsburg|kevenschlotterbeck,Keven Schlotterbeck,2025-2026,Bundesliga,Augsburg,DF,DF,28,de GER,2080000,true,true,24,22,2031,22.6,regular,shot_creating_actions_imputed;recoveries_imputed,0,0,1,1,0,0,90,0.91,36,-7,20,25,3.03,77.04,63.44,99.08,100,98.77,77.38,81.72,67.83,86.86,81.92,0,78.31,67.52,78.13,99.2,94.09,74.6,89.52,78.31,0,2080000,2703812,baseline_percentile_v1_pending_model_fe,75,623812,29.99,70.28,fair,적정,59.89,64.93,56.8,64.89,67.6,baseline percentile compares role percentile 64.93 with salary percentile 56.8; final model result is pending.,true,78.31,77.04,99.25,81.72,70.28,28_30,1_5m_3m,starter,false,true,false,true
2025-2026|bundesliga|augsburg|kristijanjakic,Kristijan Jakic,2025-2026,Bundesliga,Augsburg,"MF,DF",MF,28,hr CRO,2260000,true,true,26,18,1653,18.4,rotation,shot_creating_actions_imputed;recoveries_imputed,2,0,1,3,2,0,77,0.91,27,-3,17,25,3.03,70.82,65.35,86.43,100,81.9,68.82,75.75,69.28,84.55,70.22,0,72.47,66.99,70.91,88.24,93.05,71.45,86.98,72.47,0,2260000,1850000,baseline_percentile_v1_pending_model_fe,75,-410000,-18.14,35.82,fair,적정,43.3,54.12,61.98,69.36,61.61,baseline percentile compares role percentile 54.12 with salary percentile 61.98; final model result is pending.,true,72.47,70.82,88.92,75.75,35.82,28_30,1_5m_3m,starter,false,true,false,true
2025-2026|bundesliga|augsburg|madspedersen,Mads Pedersen,2025-2026,Bundesliga,Augsburg,MF,MF,28,dk DEN,1130000,true,true,7,1,210,2.3,low_sample,shot_creating_actions_imputed;recoveries_imputed;low_minutes,0,0,0,0,0,0,61,0.91,5,-5,3,2,3.03,39.92,30.49,74.28,100,65.7,14.59,31.58,31.16,64.29,32.37,0,33.32,33.32,26.85,77.71,83.93,27.99,66.83,31.71,0,1130000,310000,baseline_percentile_v1_pending_model_fe,75,-820000,-72.57,0,overvalued,고평가,15.91,7.49,37.65,41.28,10.73,baseline percentile compares role percentile 7.49 with salary percentile 37.65; final model result is pending.,true,33.32,39.92,78.99,31.58,0,28_30,500k_1_5m,low,false,true,false,false
2025-2026|bundesliga|augsburg|mariuswolf,Marius Wolf,2025-2026,Bundesliga,Augsburg,MF,MF,30,de GER,2260000,true,true,29,12,1019,11.3,rotation,shot_creating_actions_imputed;recoveries_imputed,1,0,1,2,1,0,64,0.91,19,-2,2,10,3.03,54.24,54.69,75.36,100,67.14,37.33,49.36,53.69,76.59,37.15,0,54.55,54.55,45.65,78.64,89.47,48.9,76.81,46.78,0,2260000,910000,baseline_percentile_v1_pending_model_fe,75,-1350000,-59.73,0,overvalued,고평가,15.4,28.4,61.98,69.36,39.78,baseline percentile compares role percentile 28.4 with salary percentile 61.98; final model result is pending.,true,54.55,54.24,79.88,49.36,0,28_30,1_5m_3m,rotation,false,false,true,false
2025-2026|bundesliga|augsburg|mertkomur,Mert Komur,2025-2026,Bundesliga,Augsburg,"MF,FW",MF,20,de GER,660000,true,true,28,17,1464,16.3,rotation,shot_creating_actions_imputed;recoveries_imputed,2,0,4,6,2,0,74,0.91,28,-7,18,13,3.03,71.99,77.88,82.99,100,77.32,61.6,67.99,58.44,82.54,64.21,0,76.11,76.11,66.51,85.26,92.14,62.41,84.14,64.47,0,660000,2180000,baseline_percentile_v1_pending_model_fe,75,1520000,230.3,100,undervalued,저평가,91.24,60.41,19.7,23.19,55.32,baseline percentile compares role percentile 60.41 with salary percentile 19.7; final model result is pending.,true,76.11,71.99,86.11,67.99,100,u21,500k_1_5m,rotation,true,false,false,false
2025-2026|bundesliga|augsburg|michaelgregoritsch,Michael Gregoritsch,2025-2026,Bundesliga,Augsburg,FW,FW,31,at AUT,570000,true,true,17,11,913,10.1,limited,shot_creating_actions_imputed;recoveries_imputed,6,0,2,8,5,0,73,0.91,14,5,18,4,3.03,73.98,73.95,86.7,100,82.27,55.33,64.25,66.67,80.16,68.07,0,73.96,73.96,63.64,88.47,91.07,63.55,82.13,66,0,570000,2102965,baseline_percentile_v1_pending_model_fe,75,1532965,268.94,100,undervalued,저평가,88.69,60.79,21.81,18.94,47.1,baseline percentile compares role percentile 60.79 with salary percentile 21.81; final model result is pending.,true,73.96,73.98,89.14,64.25,100,31plus,500k_1_5m,rotation,false,false,true,false
2025-2026|bundesliga|augsburg|noahkaibanks,Noahkai Banks,2025-2026,Bundesliga,Augsburg,DF,DF,18,us USA,660000,true,true,23,20,1725,19.2,rotation,shot_creating_actions_imputed;recoveries_imputed,1,0,1,2,1,0,83,0.91,31,-9,18,29,3.03,74.53,79.19,83,100,77.33,74.12,80,65.05,83.15,80.44,0,77.79,77.79,75.44,85.27,92.42,72.1,87.42,76.39,0,660000,2500000,baseline_percentile_v1_pending_model_fe,75,1840000,278.79,100,undervalued,저평가,96.09,63.33,17.87,23.19,56.27,baseline percentile compares role percentile 63.33 with salary percentile 17.87; final model result is pending.,true,77.79,74.53,86.12,80,100,u21,500k_1_5m,starter,true,false,false,true
2025-2026|bundesliga|mainz05|philliptietz,Phillip Tietz,2025-2026,Bundesliga,Mainz 05,FW,FW,28,de GER,1320000,true,true,29,19,1808,20.1,rotation,shot_creating_actions_imputed;recoveries_imputed,6,0,2,8,5,0,85,0.91,24,9,25,5,3.03,82.45,73.95,96.87,100,95.82,69.93,75.15,77.66,90.54,75.98,0,76.5,76.5,75.36,97.28,95.74,75.24,89.53,76.03,0,1320000,2640000,baseline_percentile_v1_pending_model_fe,75,1320000,100,97.67,undervalued,저평가,72.24,66.13,46.64,46.6,77.49,baseline percentile compares role percentile 66.13 with salary percentile 46.64; final model result is pending.,true,76.5,82.45,97.44,75.15,97.67,28_30,500k_1_5m,starter,false,true,false,true
2025-2026|bundesliga|augsburg|robinfellhauer,Robin Fellhauer,2025-2026,Bundesliga,Augsburg,MF,MF,27,de GER,1320000,true,true,34,31,2799,31.1,regular,shot_creating_actions_imputed;recoveries_imputed,3,0,2,5,3,0,85,0.91,56,-18,33,43,3.03,84.61,77.56,95.48,100,93.97,94.7,95.55,75.35,97.76,89.73,0,91.34,79.67,91.34,96.08,98.99,86.29,97.88,88.75,0,1320000,8411861,baseline_percentile_v1_pending_model_fe,75,7091861,537.26,100,undervalued,저평가,100,94.17,43.02,46.6,95,baseline percentile compares role percentile 94.17 with salary percentile 43.02; final model result is pending.,true,91.34,84.61,96.31,95.55,100,25_27,500k_1_5m,core,false,true,false,true
2025-2026|bundesliga|augsburg|rodrigoribeiro,Rodrigo Ribeiro,2025-2026,Bundesliga,Augsburg,FW,FW,20,pt POR,470000,true,true,14,6,636,7.1,limited,shot_creating_actions_imputed;recoveries_imputed,2,0,0,2,2,0,71,0.91,13,-7,3,3,3.03,57.28,44.13,85.17,100,80.23,41.64,53.09,47.44,75.5,45.56,0,49.42,48.08,49.4,87.15,88.98,48.26,77.25,49.42,0,470000,830000,baseline_percentile_v1_pending_model_fe,75,360000,76.6,93.14,undervalued,저평가,61.41,29.47,16.94,15.11,38.75,baseline percentile compares role percentile 29.47 with salary percentile 16.94; final model result is pending.,true,49.42,57.28,87.89,53.09,93.14,u21,under_500k,rotation,true,false,false,false
2025-2026|bundesliga|augsburg|samuelessende,Samuel Essende,2025-2026,Bundesliga,Augsburg,"MF,FW",MF,27,cd COD,1510000,true,true,14,2,414,4.6,limited,shot_creating_actions_imputed;recoveries_imputed,1,0,0,1,1,0,90,0.91,10,-5,14,2,3.03,71.2,46.43,98.61,100,98.15,28.73,42.1,35.79,66.92,50.38,0,53.86,53.86,46.27,98.8,85.11,36.59,70.64,43.01,0,1510000,900000,baseline_percentile_v1_pending_model_fe,75,-610000,-40.4,15.37,overvalued,고평가,24.61,26.83,49.03,53.83,18.13,baseline percentile compares role percentile 26.83 with salary percentile 49.03; final model result is pending.,true,53.86,71.2,98.87,42.1,15.37,25_27,1_5m_3m,rotation,false,true,false,false
2025-2026|bundesliga|augsburg|uchennaogundu,Uchenna Ogundu,2025-2026,Bundesliga,Augsburg,FW,FW,19,ng NGA,470000,true,true,5,0,47,0.5,low_sample,shot_creating_actions_imputed;recoveries_imputed;low_minutes,0,0,0,0,0,0,0,0.91,1,2,1,0,3.03,36.81,26.77,74.94,100,66.59,13.8,31.39,40.72,64.97,33.05,0,34.22,29.78,25.37,78.28,84.24,32.07,67.08,34.22,0,470000,280000,baseline_percentile_v1_pending_model_fe,75,-190000,-40.43,24.05,fair,적정,37.18,8.12,16.94,15.11,9.98,baseline percentile compares role percentile 8.12 with salary percentile 16.94; final model result is pending.,true,34.22,36.81,79.54,31.39,24.05,u21,under_500k,low,true,false,false,false
2025-2026|bundesliga|augsburg|yannikkeitel,Yannik Keitel,2025-2026,Bundesliga,Augsburg,"MF,DF",MF,25,de GER,570000,true,true,6,2,248,2.8,low_sample,shot_creating_actions_imputed;recoveries_imputed;low_minutes,0,0,0,0,0,0,58,0.91,6,2,2,4,3.03,39.22,30.49,73.44,100,64.59,16.67,33.41,43,65.35,31.7,0,35.29,33.11,27.91,76.98,84.41,34.38,67.76,35.29,0,570000,420000,baseline_percentile_v1_pending_model_fe,75,-150000,-26.32,32.75,fair,적정,39.89,10.18,16.47,18.94,11.84,baseline percentile compares role percentile 10.18 with salary percentile 16.47; final model result is pending.,true,35.29,39.22,78.31,33.41,32.75,25_27,500k_1_5m,low,false,true,false,false
2025-2026|bundesliga|bayernmunich|aleksandarpavlovic,Aleksandar Pavlovic,2025-2026,Bundesliga,Bayern Munich,MF,MF,21,de GER,5660000,true,true,24,16,1462,16.2,rotation,shot_creating_actions_imputed;recoveries_imputed,3,0,1,4,3,0,79,0.91,26,30,10,15,3.03,77.86,72.79,88.73,100,84.98,55.91,64.09,76.79,82.14,54.17,0,74.31,74.31,65.23,90.23,91.96,68.17,82.99,64.29,0,5660000,2080000,baseline_percentile_v1_pending_model_fe,75,-3580000,-63.25,0,overvalued,고평가,18.96,58.09,89.64,93.62,55.13,baseline percentile compares role percentile 58.09 with salary percentile 89.64; final model result is pending.,true,74.31,77.86,90.8,64.09,0,u21,3m_6m,rotation,true,false,false,false
2025-2026|bundesliga|bayernmunich|alphonsodavies,Alphonso Davies,2025-2026,Bundesliga,Bayern Munich,DF,DF,24,ca CAN,15000000,true,true,13,6,525,5.8,limited,shot_creating_actions_imputed;recoveries_imputed,1,0,3,4,1,0,66,0.91,8,18,5,6,3.03,69.18,87.06,72.96,100,63.95,23.49,39.03,50.85,68.23,43.22,0,70.46,81.7,42.59,76.57,85.7,41.24,70.46,43.24,0,15000000,1560000,baseline_percentile_v1_pending_model_fe,75,-13440000,-89.6,0,overvalued,고평가,0,46.13,98.93,99.15,20.27,baseline percentile compares role percentile 46.13 with salary percentile 98.93; final model result is pending.,true,70.46,69.18,77.92,39.03,0,22_24,6m_plus,rotation,false,true,false,false
2025-2026|bundesliga|bayernmunich|barasapokondiaye,Bara Sapoko Ndiaye,2025-2026,Bundesliga,Bayern Munich,MF,MF,17,sn SEN,230000,true,true,4,2,143,1.6,low_sample,shot_creating_actions_imputed;recoveries_imputed;low_minutes,0,0,0,0,0,0,61,0.91,6,-2,3,5,3.03,39.92,30.49,74.28,100,65.7,18.58,35.13,38.07,64.51,34.59,0,35.7,33.32,29.36,77.71,84.03,33.14,67.81,35.7,0,230000,440000,baseline_percentile_v1_pending_model_fe,75,210000,91.3,88.49,fair,적정,51.22,10.64,5.27,4.04,8.51,baseline percentile compares role percentile 10.64 with salary percentile 5.27; final model result is pending.,true,35.7,39.92,78.99,35.13,88.49,u21,under_500k,low,true,false,false,false
2025-2026|bundesliga|bayernmunich|dayotupamecano,Dayot Upamecano,2025-2026,Bundesliga,Bayern Munich,DF,DF,26,fr FRA,10000000,true,true,24,21,1794,19.9,rotation,shot_creating_actions_imputed;recoveries_imputed,1,0,1,2,1,0,81,0.91,19,58,5,26,3.03,72.23,79.19,80.24,100,73.65,50.61,62.51,74.48,84.29,56.72,0,77.1,77.1,60.56,82.87,92.93,65.52,83.56,63.77,0,10000000,2450000,baseline_percentile_v1_pending_model_fe,75,-7550000,-75.5,0,overvalued,고평가,17.02,62.13,96,97.66,58.93,baseline percentile compares role percentile 62.13 with salary percentile 96; final model result is pending.,true,77.1,72.23,83.86,62.51,0,25_27,6m_plus,starter,false,true,false,true
2025-2026|bundesliga|koeln|felipechavez,Felipe Chavez,2025-2026,Bundesliga,Koeln,MF,MF,18,pe PER,230000,true,true,9,0,116,1.3,low_sample,shot_creating_actions_imputed;recoveries_imputed;low_minutes,0,0,0,0,0,0,0,0.91,3,1,1,2,3.03,37.74,30.49,71.67,100,62.22,10.64,28.68,38.11,62.61,27.89,0,32.66,32.66,23.73,75.44,83.17,29.32,65.34,30.8,0,230000,220000,baseline_percentile_v1_pending_model_fe,75,-10000,-4.35,47.47,fair,적정,45.16,4.72,5.27,4.04,7.12,baseline percentile compares role percentile 4.72 with salary percentile 5.27; final model result is pending.,true,32.66,37.74,76.86,28.68,47.47,u21,under_500k,low,true,false,false,false
2025-2026|bundesliga|bayernmunich|harrykane,Harry Kane,2025-2026,Bundesliga,Bayern Munich,"FW,MF",FW,32,eng ENG,25000000,true,true,31,25,2377,26.4,regular,shot_creating_actions_imputed;recoveries_imputed,36,0,5,41,26,0,86,0.91,26,72,32,13,3.03,97.8,99.26,97.35,100,96.47,81.39,85.82,88.62,96.38,87.67,0,94.83,98.82,88.02,97.7,98.37,86.19,94.83,87.08,0,25000000,15922451,baseline_percentile_v1_pending_model_fe,75,-9077549,-36.31,30.34,fair,적정,51.98,97.22,99.54,100,93.04,baseline percentile compares role percentile 97.22 with salary percentile 99.54; final model result is pending.,true,94.83,97.8,97.84,85.82,30.34,31plus,6m_plus,starter,false,false,true,true
2025-2026|bundesliga|bayernmunich|hirokiito,Hiroki Ito,2025-2026,Bundesliga,Bayern Munich,DF,DF,26,jp JPN,3770000,true,true,16,10,920,10.2,limited,shot_creating_actions_imputed;recoveries_imputed,1,0,2,3,1,0,80,0.91,14,18,3,3,3.03,73.6,84.25,79.52,100,72.69,25.37,39.19,53.57,72.72,37.12,0,72.52,81.05,45.01,82.25,87.72,42.9,72.52,42.16,0,3770000,1850000,baseline_percentile_v1_pending_model_fe,75,-1920000,-50.93,7.12,overvalued,고평가,21.32,51.6,78.4,83.83,31.2,baseline percentile compares role percentile 51.6 with salary percentile 78.4; final model result is pending.,true,72.52,73.6,83.27,39.19,7.12,25_27,3m_6m,rotation,false,true,false,false
2025-2026|bundesliga|bayernmunich|jamalmusiala,Jamal Musiala,2025-2026,Bundesliga,Bayern Munich,"MF,FW",MF,22,de GER,20750000,true,true,15,7,683,7.6,limited,shot_creating_actions_imputed;recoveries_imputed,3,0,4,7,2,0,69,0.91,10,21,18,5,3.03,72.39,83.77,78.57,100,71.43,33.47,46.43,53.85,71.47,57.18,0,73.77,80.36,49.68,81.43,87.16,47.18,73.77,51.51,0,20750000,2000000,baseline_percentile_v1_pending_model_fe,75,-18750000,-90.36,0,overvalued,고평가,4.89,56.8,99.72,99.57,28.12,baseline percentile compares role percentile 56.8 with salary percentile 99.72; final model result is pending.,true,73.77,72.39,82.5,46.43,0,22_24,6m_plus,rotation,true,false,false,false
